address,price,beds,baths,sqft,lot_hoa_walk,agent,url
"Property at 554A Monroe St, Brooklyn, NY 11221, 4 beds, 4 baths","$2,300,000",4 beds,4 baths,"2,880 sq ft","1,600 sq ft lot; Very walkable",Listing by Brick Real Estate LLC • Provided by REBNY,https://www.redfin.com/NY/Brooklyn/554A-Monroe-St-11221/home/40721075
"Property at 305 E 51st St Unit 25B, New York City, NY 10022, 1 bed, 1.5 baths","$1,595,000",1 bed,1.5 baths,"1,000 sq ft","$1,567 HOA; Garage; Pool",Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/305-E-51st-St-10022/unit-25B/home/115336546
"Property at 354 Broadway #8, New York City, NY 10013, 3 beds, 2 baths","$3,795,000",3 beds,2 baths,"2,810 sq ft","$2,892 HOA; Walker's paradise",Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/354-Broadway-10013/unit-8/home/45312845
"Property at 39-30 52nd St Unit 1G, Woodside, NY 11377, 1 bed, 1 bath","$330,000",1 bed,1 bath,633 sq ft,Very walkable,Listing by ERA/Top Service Realty Inc,https://www.redfin.com/NY/Woodside/3930-52nd-St-11377/unit-1G/home/194010159
"Property at 325 Beach 74th St, New York City, NY 11692, 4 beds, 2 baths","$695,000",4 beds,2 baths,448 sq ft,"3,000 sq ft lot; Very walkable",Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/Arverne/325-Beach-74th-St-11692/home/20673822
"Property at 140-20 Cherry Ave Unit 3B, Flushing, NY 11355, 1 bath","$416,000",0 beds,1 bath,359 sq ft,$198 HOA; Walker's paradise,Listing by E Realty International Corp,https://www.redfin.com/NY/Flushing/14020-Cherry-Ave-11355/unit-3B/home/185233439
"Property at 200 Rector Pl Unit 5U, New York City, NY 10280, 2 beds, 1 bath","$1,025,000",2 beds,1 bath,"428,589 sq ft","0.86 acre lot; $1,205 HOA; Garage",Listing by Sothebys International Realty • Provided by REBNY,https://www.redfin.com/NY/New-York/200-Rector-Pl-10280/unit-5U/home/45236075
"Property at 2360 Beach Channel Dr, Far Rockaway, NY 11691","$140,000",0 beds,— baths,600 sq ft,"3,268 sq ft lot; Very walkable",Listing by ROCKAWAY PROPERTIES,https://www.redfin.com/NY/Far-Rockaway/2360-Beach-Channel-Dr-11691/home/163028910
"Property at 118 E 60th St Unit 4H, New York City, NY 10022, 2 beds, 2 baths","$1,495,000",2 beds,2 baths,— sq ft,"$3,692 HOA; Walker's paradise",Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/118-E-60th-St-10022/unit-4H/home/45156740
"Property at 14 Merrick Ave, Staten Island, NY 10310, 5 beds, 3.5 baths","$1,850,000",5 beds,3.5 baths,"3,000 sq ft",0.23 acre lot; 2 garage spots; Car-dependent,Listing by Keller Williams Realty Staten Island,https://www.redfin.com/NY/Staten-Island/14-Merrick-Ave-10301/home/56120718
"Property at 42-03 Westmoreland St, Little Neck, NY 11363, 3 beds, 2.5 baths","$1,188,000",3 beds,2.5 baths,"1,588 sq ft","4,000 sq ft lot; Garage; Very walkable",Listing by Arash Real Estate & Mgmt,https://www.redfin.com/NY/Little-Neck/4203-Westmoreland-St-11363/home/20798574
"Property at 603 Ilyssa Way, Staten Island, NY 10312, 1 bed, 1.5 baths","$359,000",1 bed,1.5 baths,"1,059 sq ft","1,425 sq ft lot; $131 HOA; Garage",Listing by Rockland Realty Inc.,https://www.redfin.com/NY/Staten-Island/603-Ilyssa-Way-10312/home/56095297
"Property at 3536 Cambridge Ave Unit 7E, Bronx, NY 10463, 3 beds, 2 baths","$1,029,000",3 beds,2 baths,"1,711 sq ft","$1,070 HOA; Garage; Walker's paradise",Listing by Julia B Fee Sothebys Int. Rlty,https://www.redfin.com/NY/Bronx/3536-Cambridge-Ave-10463/unit-7E/home/44806487
"Property at 1029 New Mcneil Ave, Lawrence, NY 11559, 7 beds, 6 baths","$2,899,000",7 beds,6 baths,"4,332 sq ft","6,375 sq ft lot; 2 garage spots; Car-dependent",Listing by Five Towns Miller Realty Inc,https://www.redfin.com/NY/Lawrence/1029-New-McNeil-Ave-11559/home/20388741
"Property at 144-15 78th Rd Unit 3A, Kew Garden Hills, NY 11367, 1 bed, 1 bath","$233,000",1 bed,1 bath,675 sq ft,Garage; Very walkable,Listing by EXP Realty,https://www.redfin.com/NY/Flushing/14415-78th-Rd-11367/unit-3A/home/20651394
"Property at 47 High St, Staten Island, NY 10305, 4 beds, 1 bath","$680,000",4 beds,1 bath,"2,020 sq ft","3,103 sq ft lot; Somewhat walkable",Listing by Re/Max Edge,https://www.redfin.com/NY/Staten-Island/47-High-St-10305/home/56100537
"Property at 3029 Bruner Ave, Bronx, NY 10469, 8 beds, 6 baths","$1,199,000",8 beds,6 baths,"2,853 sq ft","4,750 sq ft lot; Somewhat walkable",Listing by WW Realty Group Inc,https://www.redfin.com/NY/Bronx/3029-Bruner-Ave-10469/home/44794343
"Property at 111-20 73rd Ave Unit 10A, New York City, NY 11375, 3 beds, 2 baths","$899,000",3 beds,2 baths,— sq ft,"$1,953 HOA; Walker's paradise",Listing provided by REBNY,https://www.redfin.com/NY/Forest-Hills/11120-73rd-Ave-11375/unit-10A/home/20633844
"Property at 330 E 38th St Unit 46D, New York City, NY 10016, 2 beds, 2 baths","$2,450,000",2 beds,2 baths,"1,400 sq ft","$1,410 HOA; Garage; Walker's paradise",Listing by R New York • Provided by REBNY,https://www.redfin.com/NY/New-York/330-E-38th-St-10016/unit-46D/home/45257645
"Property at 76-26 113th St Unit 1B, Forest Hills, NY 11375, 1 bath","$199,000",0 beds,1 bath,450 sq ft,Walker's paradise,Listing by Brown Harris Stevens FH,https://www.redfin.com/NY/Forest-Hills/7626-113th-St-11375/unit-1B/home/108535341
"Property at 1600 Broadway Ph 2D, New York City, NY 10019, 2 beds, 2.5 baths","$2,900,000",2 beds,2.5 baths,"1,582 sq ft","$3,099 HOA; Walker's paradise",Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/23-Broadway-10004/unit-2D/home/194293537
"Property at 21-23 S William St Unit 5-D, New York City, NY 10004, 1 bed, 1 bath","$925,000",1 bed,1 bath,738 sq ft,"$1,326 HOA; Walker's paradise",Listing by MARK O'BRIEN DEVELOPMENT LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/2123-S-William-St-10004/unit-5D/home/194398344
"Property at 1352 Prospect Ave, Bronx, NY 10459, 8 beds, 3 baths","$750,000",8 beds,3 baths,"3,096 sq ft","2,500 sq ft lot; Very walkable",Listing by Keller Williams Realty NYC Grp,https://www.redfin.com/NY/Bronx/1352-Prospect-Ave-10459/home/44716777
"Property at 87-70 173rd St Unit 2F, New York City, NY 11432, 1 bath","$175,000",0 beds,1 bath,— sq ft,$580 HOA; Walker's paradise,Listing by Manhattan Realty Group • Provided by REBNY,https://www.redfin.com/NY/Jamaica/8770-173rd-St-11432/unit-2F/home/183166221
"Property at 187 Seaver Ave #1, Staten Island, NY 10305, 1 bed, 1 bath","$285,000",1 bed,1 bath,628 sq ft,$430 HOA; Very walkable,Listing by Redfin Real Estate,https://www.redfin.com/NY/Staten-Island/187-Seaver-Ave-10305/unit-1/home/196180246
"Property at 334 22nd St Unit 2B, Brooklyn, NY 11215, 2 beds, 2 baths","$1,495,000",2 beds,2 baths,"1,251 sq ft",$462 HOA; Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/334-22nd-St-11215/unit-2B/home/170678159
"Property at 52 Francine Ct Unit A, Staten Island, NY 10306, 2 beds, 1.5 baths","$429,000",2 beds,1.5 baths,"1,265 sq ft","1,080 sq ft lot; $260 HOA; Garage",Listing by Redfin Real Estate,https://www.redfin.com/NY/Staten-Island/52-Francine-Ct-10306/unit-A/home/192362817
"Property at 30-83 Crescent St Unit 3A, New York City, NY 11102, 1 bed, 1 bath","$405,000",1 bed,1 bath,"27,500 sq ft",$802 HOA; Walker's paradise,Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/Long-Island-City/30-83-Crescent-St-11102/unit-3A/home/196080854
"Property at 9026 Springfield Blvd, Queens Village, NY 11428, 2 beds, 2 baths","$639,000",2 beds,2 baths,"1,358 sq ft","1,840 sq ft lot; Garage; Very walkable",Listing by Redfin Real Estate,https://www.redfin.com/NY/Queens-Village/9026-Springfield-Blvd-11428/home/20745071
"Property at 310 Beach 39th St, Far Rockaway, NY 11691, 3 beds, 1 bath","$569,000",3 beds,1 bath,"2,652 sq ft","1,549 sq ft lot; Car-dependent",Listing by Redfin Real Estate,https://www.redfin.com/NY/Far-Rockaway/310-Beach-39th-St-11691/home/20674139
"Property at 41-25 44th St Unit C5, New York City, NY 11104, 1 bed, 1 bath","$365,000",1 bed,1 bath,"41,508 sq ft","9,600 sq ft lot; $920 HOA; Very walkable",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/Sunnyside/4125-44th-St-11104/unit-C5/home/20660925
"Property at 61-15 97th St Unit 8M, Rego Park, NY 11374, 1 bed, 1 bath","$329,000",1 bed,1 bath,— sq ft,Garage; Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Rego-Park/6115-97th-St-11374/unit-8M/home/40473902
"Property at 400 Lincoln Pl Unit 2B, Brooklyn, NY 11238, 1 bed, 1 bath","$515,000",1 bed,1 bath,700 sq ft,Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/400-Lincoln-Pl-11238/unit-2B/home/40658032
"Property at 147-11 110th Rd, Jamaica, NY 11435, 3 beds, 2.5 baths","$735,000",3 beds,2.5 baths,"1,248 sq ft","3,068 sq ft lot; Garage; Very walkable",Listing by Redfin Real Estate,https://www.redfin.com/NY/Jamaica/14711-110th-Rd-11435/home/20719422
"Property at 13411 243rd St, Rosedale, NY 11422, 2 beds, 2.5 baths","$799,000",2 beds,2.5 baths,"1,716 sq ft","4,000 sq ft lot; Garage; Very walkable",Listing by Redfin Real Estate,https://www.redfin.com/NY/Rosedale/13411-243rd-St-11422/home/20690739
"Property at 188-45 Quencer Rd, Saint Albans, NY 11412, 4 beds, 2.5 baths","$980,000",4 beds,2.5 baths,"2,875 sq ft",Garage; Very walkable,Listing by Redfin Real Estate,https://www.redfin.com/NY/Saint-Albans/18845-Quencer-Rd-11412/home/20750355
"Property at 133 W 14th St Unit 6PH, New York City, NY 10011, 3 beds, 2.5 baths","$3,995,000",3 beds,2.5 baths,"2,000 sq ft","2,581 sq ft lot; $1,700 HOA; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/133-W-14th-St-10011/unit-6/home/45189640
"Property at 303 E 57th St Unit 6F, New York City, NY 10022, 1 bed, 1.5 baths","$498,000",1 bed,1.5 baths,"539,028 sq ft","$3,636 HOA; Garage; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/303-E-57th-St-10022/unit-6F/home/45201640
"Property at 225 E 57th St Unit 6J, New York City, NY 10022, 1 bed, 1 bath","$599,000",1 bed,1 bath,"340,837 sq ft","0.61 acre lot; $2,230 HOA; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/225-E-57th-St-10022/unit-6J/home/195503198
"Property at 1500 Ocean Pkwy Unit 4G, Brooklyn, NY 11230, 1 bed, 1 bath","$364,000",1 bed,1 bath,830 sq ft,Very walkable,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/1500-Ocean-Pkwy-11230/unit-4G/home/178530827
"Property at 102-02 163rd Dr, Howard Beach, NY 11414, 3 beds, 2.5 baths","$751,000",3 beds,2.5 baths,"1,540 sq ft","2,400 sq ft lot; Car-dependent",Listing by Redfin Real Estate,https://www.redfin.com/NY/Howard-Beach/10202-163rd-Dr-11414/home/20679244
"Property at 1 Irving Pl Unit G19D, New York City, NY 10003, 1 bed, 1 bath","$1,499,999",1 bed,1 bath,674 sq ft,"1.76 acre lot; $1,141 HOA; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/1-Irving-Pl-10003/unit-G19D/home/45252652
"Property at 531 41st St Unit D7, Brooklyn, NY 11232, 1 bed, 1 bath","$419,000",1 bed,1 bath,750 sq ft,Very walkable,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/531-41st-St-11232/unit-D7/home/40648350
"Property at 153-14 119th Ave, Jamaica, NY 11434, 3 beds, 1 bath","$619,000",3 beds,1 bath,"1,024 sq ft","1,544 sq ft lot; Very walkable",Listing by Redfin Real Estate,https://www.redfin.com/NY/Jamaica/15314-119th-Ave-11434/home/20709272
"Property at 305 E 40th St Unit 3X, New York (manhattan), NY 10016, 1 bath","$444,900",0 beds,1 bath,541 sq ft,Garage; Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/New-York/305-E-40th-St-10016/unit-3X/home/45154374
"Property at 341 Hillman Ave, Staten  Island, NY 10314, 3 beds, 1.5 baths","$699,000",3 beds,1.5 baths,"1,260 sq ft","1,800 sq ft lot; Very walkable",Listing by Redfin Real Estate,https://www.redfin.com/NY/Staten-Island/341-Hillman-Ave-10314/home/56061496
"Property at 4310 48th Ave Unit 2F, Woodside, NY 11377, 2 beds, 1 bath","$483,000",2 beds,1 bath,732 sq ft,Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Woodside/4310-48th-Ave-11377/unit-2F/home/20627823
"Property at 1776 Broadway Unit 4A, Brooklyn, NY 11207, 1 bed, 1 bath","$475,000",1 bed,1 bath,552 sq ft,"1,982 sq ft lot; $252 HOA; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/Brooklyn/1776-Broadway-11207/unit-4A/home/170393141
"Property at 37-20 81st St Unit 1F, Jackson Heights, NY 11372, 1 bed, 1 bath","$224,000",1 bed,1 bath,— sq ft,Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Jackson-Heights/3720-81st-St-11372/unit-1F/home/20627605
"Property at 53 W 53rd St Unit 20C, New York City, NY 10019, 1 bed, 1.5 baths","$2,700,000",1 bed,1.5 baths,"1,428 sq ft","0.43 acre lot; $3,441 HOA; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/53-W-53rd-St-10019/unit-20C/home/115286693
"Property at 69 E 130th St Unit 2A, New York City, NY 10037, 2 beds, 2 baths","$749,000",2 beds,2 baths,"1,140 sq ft","7,494 sq ft lot; $1,324 HOA; Very walkable",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/69-E-130th-St-10037/unit-2A/home/45139008
"Property at 550 Vanderbilt Ave #725, Brooklyn, NY 11238, 2 beds, 2 baths","$1,895,000",2 beds,2 baths,"1,296 sq ft","$1,740 HOA; Walker's paradise",Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/550-Vanderbilt-Ave-11238/unit-725/home/115685806
"Property at 174 Jackson St Unit 2A, Brooklyn, NY 11211, 1 bed, 1 bath","$1,025,000",1 bed,1 bath,700 sq ft,$637 HOA; Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/174-Jackson-St-11211/unit-2A/home/40929334
"Property at 37-14 34th St Unit N3E, Long Island City, NY 11101, 1 bed, 1 bath","$895,000",1 bed,1 bath,658 sq ft,$773 HOA; Garage; Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Long-Island-City/3714-34th-St-11101/unit-N3E/home/175777798
"Property at 64-75 Austin St Unit 7A, Rego Park, NY 11374, 2 beds, 2 baths","$799,000",2 beds,2 baths,914 sq ft,$468 HOA; Garage; Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Rego-Park/6475-Austin-St-11374/unit-7A/home/109706913
"Property at 320 W 84th St Unit 4B, New York City, NY 10024, 1 bath","$449,000",0 beds,1 bath,385 sq ft,"5,108 sq ft lot; $760 HOA; Somewhat walkable",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/320-W-84th-St-10024/unit-4B/home/45153024
"Property at 234 W 16th St Unit 1A, New York City, NY 10011, 1 bed, 1 bath","$575,000",1 bed,1 bath,"12,080 sq ft","2,906 sq ft lot; $1,075 HOA; Walker's paradise",Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/234-W-16th-St-10011/unit-1A/home/53513052
"Property at 175 E 55th St, Brooklyn, NY 11203","$999,000",— beds,— baths,— sq ft,"1,999 sq ft lot; Walker's paradise",Listing by WW Realty Group Inc,https://www.redfin.com/NY/Brooklyn/175-E-55th-St-11203/home/40773128
"Property at Fane Ct, Brooklyn, NY","$189,500",— beds,— baths,— sq ft,"1,785 sq ft lot; Very walkable",Listing by Winzone Realty Inc,https://www.redfin.com/NY/Brooklyn/Fane-Ct-11229/home/40911126
"Property at 88-22 Sutphin Blvd, Jamaica, NY 11435","$5,700,000",— beds,— baths,— sq ft,"7,500 sq ft lot; Walker's paradise",Listing by Americana Realty Prime LLC,https://www.redfin.com/NY/Jamaica/8822-Sutphin-Blvd-11435/home/162986307
"Property at 6414 Bay Pkwy, Brooklyn, NY 11204","$7,200,000",— beds,— baths,— sq ft,"6,375 sq ft lot; Walker's paradise",Listing by Tiger Realty,https://www.redfin.com/NY/Brooklyn/6414-Bay-Pkwy-11204/home/196247064
"Property at 436 97th St, Brooklyn, NY 11209","$4,198,000",— beds,— baths,— sq ft,0.29 acre lot; Walker's paradise,Listing by Intella Properties Corp,https://www.redfin.com/NY/Brooklyn/436-97th-St-11209/home/40645881
"Property at 97-09 24 Ave, East Elmhurst, NY 11369","$350,000",— beds,— baths,— sq ft,"2,000 sq ft lot; Car-dependent",N/A,https://www.redfin.com/NY/East-Elmhurst/97-9-24th-Ave-11369/home/180852444
"Property at 21608 Merrick Blvd, Springfield Gardens, NY 11413","$415,000",— beds,— baths,— sq ft,"6,477 sq ft lot; Very walkable",Listing by Beba Realty Inc,https://www.redfin.com/NY/Laurelton/21608-Merrick-Blvd-11413/home/163019402
"Property at 555 W End Ave Unit The Solarium, New York City, NY 10024, 3 beds, 3.5 baths","$18,000,000",3 beds,3.5 baths,"3,420 sq ft","8,071 sq ft lot; $8,478 HOA; Walker's paradise",Listing by Sothebys International Realty • Provided by REBNY,https://www.redfin.com/NY/New-York/555-W-End-Ave-10024/unit-The-Solarium/home/183800072
"Property at 555 W End Ave Unit The library, New York City, NY 10024, 5 beds, 5.5 baths","$9,900,000",5 beds,5.5 baths,"3,463 sq ft","8,071 sq ft lot; $6,868 HOA; Walker's paradise",Listing by Sothebys International Realty • Provided by REBNY,https://www.redfin.com/NY/New-York/555-W-End-Ave-10024/unit-The-Library/home/167452795
"Property at 21-77 33rd St Unit 5-E, New York City, NY 11105, 2 beds, 1 bath","$345,000",2 beds,1 bath,— sq ft,"$1,040 HOA; Walker's paradise",Listing by Beekman Street Realty LLC • Provided by REBNY,https://www.redfin.com/NY/Astoria/2177-33rd-St-11105/unit-5E/home/39599550
"Property at 3809 48th Ave, Long Island City, NY 11101, 3 beds, 2 baths","$800,000",3 beds,2 baths,"2,356 sq ft","1,520 sq ft lot; Walker's paradise",N/A,https://www.redfin.com/NY/Long-Island-City/3809-48th-Ave-11101/home/20961249
"Property at 95-20 108th St, Richmond Hill, NY 11419, 4 beds, 3 baths","$878,000",4 beds,3 baths,"1,571 sq ft","3,028 sq ft lot; 2 garage spots; Very walkable",N/A,https://www.redfin.com/NY/South-Richmond-Hill/9520-108th-St-11419/home/20776053
"Property at 26 Terrace Cir Unit 9C, Great Neck, NY 11021, 2 beds, 1 bath","$550,000",2 beds,1 bath,750 sq ft,Community pool; Very walkable,N/A,https://www.redfin.com/NY/Great-Neck/26-Terrace-Cir-11021/unit-9C/home/58804725
"Property at 111-20 73rd Ave Unit 10A, New York City, NY 11375, 3 beds, 2 baths","$899,000",3 beds,2 baths,— sq ft,"$1,953 HOA; Walker's paradise",Listing provided by REBNY,https://www.redfin.com/NY/Forest-Hills/11120-73rd-Ave-11375/unit-10A/home/20633844
"Property at 6535 108th St Unit B7, Forest Hills, NY 11375, 1 bed, 1 bath","$288,000",1 bed,1 bath,800 sq ft,Garage,N/A,https://www.redfin.com/NY/Flushing/65-35-108th-St-11375/unit-B7/home/196262208
"Property at 3021 Avenue Z Unit 2G, Brooklyn, NY 11229, 1 bed, 1 bath","$189,000",1 bed,1 bath,750 sq ft,Very walkable,Listing by Tracey Real Estate,https://www.redfin.com/NY/Brooklyn/3021-Avenue-Z-11235/unit-2G/home/196262161
"Property at 18409 140 Ave, Springfield Gardens, NY 11413, 5 beds, 2 baths","$950,000",5 beds,2 baths,— sq ft,Very walkable,Listing by Skylight Real Estate Consultan,https://www.redfin.com/NY/Springfield-Gardens/18409-140th-Ave-11413/home/20690533
"Property at 69-10 108th St Unit 1M, Forest Hills, NY 11375, 2 beds, 1 bath","$538,000",2 beds,1 bath,"1,011 sq ft",Garage; Walker's paradise,Listing by EXP Realty,https://www.redfin.com/NY/Forest-Hills/6910-108th-St-11375/unit-1M/home/20638998
"Property at 330 Taylor Ave, Bronx, NY 10473, 6 beds, 4 baths","$1,099,999",6 beds,4 baths,"2,050 sq ft","5,000 sq ft lot; Garage; Somewhat walkable",Listing by Empire Home Sales Inc,https://www.redfin.com/NY/Bronx/330-Taylor-Ave-10473/home/44765478
"Property at 30 Edgecombe Ave, New York (manhattan), NY 10030, 2 beds, 7 baths","$1,350,000",2 beds,7 baths,"3,850 sq ft","1,575 sq ft lot; Walker's paradise",Listing by Harlem Lofts Inc.,https://www.redfin.com/NY/New-York/30-Edgecombe-Ave-10030/home/45307395
"Property at 225 W 60th St Unit 17B, New York City, NY 10023, 2 beds, 2 baths","$1,885,000",2 beds,2 baths,"1,227 sq ft","0.29 acre lot; $1,892 HOA; Walker's paradise",Listing by Sothebys International Realty • Provided by REBNY,https://www.redfin.com/NY/New-York/225-W-60th-St-10023/unit-17B/home/45191888
"Property at 90-13 Francis Lewis Blvd, Queens Village, NY 11428, 3 beds, 2.5 baths","$749,000",3 beds,2.5 baths,"1,504 sq ft","2,000 sq ft lot; Garage; Very walkable",Listing by HomeSmart Homes & Estates,https://www.redfin.com/NY/Queens-Village/9013-Francis-Lewis-Blvd-11428/home/20749766
"Property at 63 Brighton 2 Pl, Brooklyn, NY 11235, 1 bed, 0.5 baths","$498,000",1 bed,0.5 baths,834 sq ft,$458 HOA; Garage; Walker's paradise,"Listing by High Class Realty SB, LLC",https://www.redfin.com/NY/Brooklyn/63-Brighton-2nd-Pl-11235/home/52054063
"Property at 43-44 168 St, Flushing, NY 11358, 4 beds, 2 baths","$1,050,000",4 beds,2 baths,"1,650 sq ft",Garage; Very walkable,Listing by Maureen Folan R E Group LLC,https://www.redfin.com/NY/Flushing/4344-168th-St-11358/home/20848736
"Property at 87-10 149th Ave Unit 5D, Howard Beach, NY 11414, 2 beds, 2 baths","$450,000",2 beds,2 baths,— sq ft,"2.45 acre lot; $1,159 HOA; Garage",Listing by Century 21 Amiable Rlty Grp II,https://www.redfin.com/NY/Howard-Beach/8710-149th-Ave-11414/unit-5D/home/20729108
"Property at 106-20 70th Ave Unit 5C, New York City, NY 11375, 1 bed, 1 bath","$790,000",1 bed,1 bath,791 sq ft,$472 HOA; Garage; Walker's paradise,Listing by Industrie Residential • Provided by REBNY,https://www.redfin.com/NY/Forest-Hills/10620-70th-Ave-11375/unit-5C/home/109707354
"Property at 106-20 70th Ave Unit 5B, New York City, NY 11375, 1 bath","$525,000",0 beds,1 bath,498 sq ft,$314 HOA; Garage; Walker's paradise,Listing by Industrie Residential • Provided by REBNY,https://www.redfin.com/NY/Forest-Hills/10620-70th-Ave-11375/unit-5B/home/109706923
"Property at 480 Kent Ave Unit 16F, Brooklyn, NY 11249, 1 bed, 1 bath","$1,235,000",1 bed,1 bath,628 sq ft,"$1,144 HOA; Garage; Walker's paradise",Listing by Serhant • Provided by REBNY,https://www.redfin.com/NY/Brooklyn/480-Kent-Ave-11249/unit-16F/home/196261834
"Property at 210 E 63rd St Unit 2-B, New York City, NY 10065, 1 bath","$379,000",0 beds,1 bath,400 sq ft,$930 HOA; Walker's paradise,Listing by William Raveis New York City LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/210-E-63rd-St-10065/unit-2-B/home/177510284
"Property at 100 Vandam St Unit 20-A, New York City, NY 10013, 6 beds, 6.5 baths","$35,000,000",6 beds,6.5 baths,"6,569 sq ft",Garage; Walker's paradise,Listing by Nest Seekers LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/100-Vandam-St-10013/unit-20A/home/178763464
"Property at 3604 Willett Ave, Bronx, NY 10467, 7 beds, 3 baths","$1,199,000",7 beds,3 baths,"3,060 sq ft","1,895 sq ft lot; Very walkable",Listing by WW Realty Group Inc,https://www.redfin.com/NY/Bronx/3604-Willett-Ave-10467/home/44794917
"Property at 420 E 55th St Unit 3FG, New York City, NY 10022, 3 beds, 2.5 baths","$2,100,000",3 beds,2.5 baths,— sq ft,"$4,266 HOA; Garage; Walker's paradise",Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/420-E-55th-St-10022/unit-3FG/home/196261763
"Property at 3620 Paulding Ave, Bronx, NY 10469, 12 beds, 5 baths","$1,250,000",12 beds,5 baths,"3,049 sq ft","3,720 sq ft lot; Very walkable",Listing by WW Realty Group Inc,https://www.redfin.com/NY/Bronx/3620-Paulding-Ave-10469/home/44789222
"Property at 2154 Royce St, Brooklyn, NY 11234, 4 beds, 3 baths","$1,149,000",4 beds,3 baths,"2,200 sq ft","4,000 sq ft lot; Somewhat walkable",Listing by Bergen Basin Realty LLC,https://www.redfin.com/NY/Brooklyn/2154-Royce-St-11234/home/40899975
"Property at 212 E 47th St Unit 6G, New York City, NY 10017, 2 beds, 2 baths","$1,495,000",2 beds,2 baths,911 sq ft,"$1,091 HOA; Garage; Walker's paradise",Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/212-E-47th-St-10017/unit-6G/home/196261725
"Property at 1728 Flatbush Ave, Brooklyn, NY 11210, 7 beds, 2 baths","$1,025,000",7 beds,2 baths,"3,360 sq ft","1,600 sq ft lot; Garage; Walker's paradise",Listing by RE/MAX Edge,https://www.redfin.com/NY/Brooklyn/1728-Flatbush-Ave-11210/home/196261636
"Property at 140 W 69th St Unit 91B, New York City, NY 10023, 1 bath","$299,000",0 beds,1 bath,250 sq ft,$988 HOA; Walker's paradise,Listing by Brown Harris Stevens Residential Sales LLC • Provided by REBNY,https://www.redfin.com/NY/New-York/140-W-69th-St-10023/unit-91B/home/196261470
"Property at 16 Doe Pl, Staten Island, NY 10310, 5 beds, 3 baths","$549,000",5 beds,3 baths,"1,532 sq ft",Somewhat walkable,Listing by Howard Hanna Rand Realty,https://www.redfin.com/NY/Staten-Island/16-Doe-Pl-10310/home/56110620
"Property at 125 W 21st St Unit 4C, New York City, NY 10011, 1 bath","$975,000",0 beds,1 bath,605 sq ft,$840 HOA; Walker's paradise,Listing by Compass • Provided by REBNY,https://www.redfin.com/NY/New-York/125-W-21st-St-10011/unit-4C/home/45205343
"Property at 610 Woodrow Rd, Staten Island, NY 10312, 4 beds, 2.5 baths","$1,080,000",4 beds,2.5 baths,"2,640 sq ft","9,894 sq ft lot; Garage; Somewhat walkable",Listing by R. Della Realty Corp.,https://www.redfin.com/NY/Staten-Island/610-Woodrow-Rd-10312/home/56036837
"Property at 129 W 70th St Unit GARDEN, New York City, NY 10023, 4 beds, 3 baths","$3,250,000",4 beds,3 baths,"2,926 sq ft","$3,386 HOA; Walker's paradise",Listing by Douglas Elliman Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/129-W-70th-St-10023/home/45269192
